AUTH_ID,AUTH_LAST,AUTH_FIRST,ALT_FIRST,PSEUD_LAST_1,PSEUD_FIRST_1,PSEUD_LAST_2,PSEUD_FIRST_2,PSEUD_LAST_3,PSEUD_FIRST_3,CANON,DATE_B,DATE_D,NATIONALITY,GENDER,RACE,HYPHENATED_IDENTITY,IMMIGRANT,SEXUAL_IDENTITY,EDUCATION,MFA,SECONDARY_OCCUPATION,COTERIE,RELIGION,CLASS,GEOGRAPHY
A_01436,Gratacap,L. P.,,,,,,,,,1851,1917,American,M,,,,,,,Naturalist,,,,"New York, NY"
A_01437,Grau,Shirley Ann,,,,,,,,,1929,,American,F,,,,,Tulane U,,,,,,"New Orleans, LA"
A_01438,Graves,Robert,,,,,,,,,1895,1985,British,M,Caucasian,,,,Oxford,,,,,,"London, UK"
A_01439,Gray,A. W.,Albert William,,Gregory ,Sarah,,,,,1940,,American,M,,,,,Southern Methodist U,,Insurance Agent,,Methodist,,"Fort Worth, TX"
A_01443,Greeley,Andrew M.,,,,,,,,,1928,2013,American,,,,,,,,Minister,,Catholic,,"Chicago, IL"
A_01444,Green,Anna Katharine,,,,,,,,,1846,1935,American,F,Caucasian,,,,,,,,,,"New York, NY"
A_01445,Green,F. L.,Frederick Laurence,,,,,,,,1902,1953,British,M,,,,,,,,,,,"Portsmouth, Hampshire, UK; Belfast, Ireland; Bristol, UK"
A_01446,Green,Gerald,,,,,,,,,1922,2006,American,M,,,,,Columbia,,,,,,"New York, NY; Stamford, CT"
A_01447,Greenan,Russell H,,,,,,,,,1925,,American,M,Caucasian,,,,,,,,,,"New York, NY; Boston, MA"
A_01448,Greenburg,Dan,,,,,,,,,1936,,American,M,Caucasian,,,,"U of IL, UCLA",,,,,,"Chicago, IL"
A_01452,Greene,Gael,,,,,,,,,1937,,American,F,,,,,U of Michigan,,Journalist,,,,"Detroit, MI"
A_01453,Greene,Graham,,,,,,,,,1904,1991,British,M,Caucasian,,,,Oxford,,,,Catholic,,"Berkhamsted, Hertfordshire, UK; London, UK"
A_01458,Gregory,Jackson,,,,,,,,,1882,1943,American,M,,,,,Berkeley,,,,,,"Salinas, CA"
A_01459,Gregory,Philippa,,,,,,,,,1954,,British,F,Caucasian,,,,"U of Sussex, U of Edinburgh",,,,,,"Nairobi, Kenya"
A_01460,Gresham,William Lindsay,,,,,,,,,1909,1962,American,M,,,,,,,,,,,"Baltimore, MD; New York, NY"
A_01461,Grey,Anthony,,,,,,,,,1938,,British,M,Caucasian,,,,,,Journalist,,,,"Peking, China; London, UK"
A_01462,Grey,Zane,,,,,,,,,1872,1939,American,M,Caucasian,,,,U of PA,,,,,,"Zanesville, OH; Altadena, CA"
A_01463,Griffin,John Howard,,,,,,,,,1920,1980,American,M,Caucasian,,,,U of Poitiers,,,,Catholic,,"Dallas, TX"
A_01467,Griggs,Sutton E.,Sutton Elbert,,,,,,,,1872,1932,American,M,Black,African-American,,,"Bishop Coll, Richmond Theo Sem",,,,Baptist,,"Chatfield, TX; Richmond, VA; TN"
A_01468,Grimes,Martha,,,,,,,,,1931,,American,F,Caucasian,,,,U of MD,,,,,,"Pittsburgh, PA; Bethesda, MD"
A_01472,Grismer,Joseph Rhode,,,,,,,,,1849,1922,American,M,Caucasian,,,,,,Actor,,,,"Albany, NY; New York, NY"
A_01473,Grissom,Ken,,,,,,,,,1945,,American,M,,,,,,,Journalist,,,,"Corpus Christi, TX; Seabrook, TX"
A_01474,Groom,Winston,,,,,,,,,1943,,American,M,Caucasian,,,,U of AL,,,,,,"Washington, DC; Mobile, AL; Long Island, NY"
A_01475,Gross,Joel,,,,,,,,,1951,,American,M,,,,,"CUNY, Columbia",,,,Jewish,,"New York City, NY"
A_01477,Grove,Frederick Philip,,,,,,,,,1879,1948,Canadian,M,Caucasian,German-Canadian,1,,,,,,,,"Hamburg, Germany; Rapid City, Manitoba, Canada; Simcoe, Ontario, Canada"
A_01479,Guild,Nicholas,,,,,,,,,,,American,M,Caucasian,,,,,,,,,,
A_01480,Gundy,Elizabeth,,,,,,,,,,,American,F,,,,,,,,,,,"New York City, NY; Zionville, Canada; Bar Harbor, ME "
A_01481,Gunn,James E.,,,,,,,,,1923,,American,M,Caucasian,,,,U of KS,,,,,,"Kansas City, MO"
A_01482,Gunn,Neil M.,,,,,,,,,1891,1973,Scottish,M,,,,,,,,Scottish Renaissance,,,"Dunbeath, Cauthness, Scotland"
A_01483,Gunnison,Charles A.,,,,,,,,,1861,1897,American,M,,,,,,,Secretary,,,,"San Francisco, CA"
A_01486,Guralnick,Peter,,,,,,,,,1943,,American,M,Caucasian,,,,,Boston U,,,,,"Boston, MA; Wolfeboro, NH"
A_01487,Gurganus,Allan,,,,,,,,,1947,,American,M,,,,,U of PA,,,,,,"Rocky Mount, NC; New York, NY"
A_01490,Habberton,John,,,,,,,,,1842,1921,American,M,Caucasian,,,,,,Journalist,,,,"New York, NY; CA"
A_01491,Haber,Karen,,,,,,,,,1955,,American,F,,,,,,,,,,,
A_01495,Hahn,Emily,,,,,,,,,1905,1997,American,F,Caucasian,,,,U of W,,,,,,"St. Louis, MO; Shanghai, China; New York, NY"
A_01496,Haien,Jeannette,,,,,,,,,1920?,2008,American,F,,Dutch-American,2,,U of MI,,,,,,"New York, NY"
A_01498,Hale,Janet Campbell,,,,,,,,,1946,,American,F,American Indian,Cree,,,,,,,,,"Riverside, CA; De Smet, ID"
A_01500,Hall,Austin,,,,,,,,,1885,1933,American,M,,,,,,,,,,,
A_01502,Hall,Eliza Calvert,,,,,,,,,1856,1935,American,F,Caucasian,,,,,,Suffragist,,,,"Bowling Green, KY; Wichita Falls, TX"
A_01507,Hall,James W.,James Wilson,,,,,,,,1947,,American,M,Caucasian,,,,U of UT,Johns Hopkins,,,,,"Hopkinsville, KY; Miami, FL"
A_01508,Hall,Parnell,,,,,,,,,1944,,American,M,Caucasian,,,,,,,,,,"Culver City, CA"
A_01509,Hall,Radclyffe,,,,,,,,,1880,1943,British,F,Caucasian,,,Lesbian,King's Coll London,,,,,,"Bournemouth, Dorset, UK; London, UK; Rye, East Sussex, UK"
A_01510,Hall,Richard,,,,,,,,,1931,,American,M,Black,African-American,,,,,Teacher,Civil Rights,,,"East Orange, NJ; New York City, NY"
A_01512,Hallam,Atlantis,,,,,,,,,1915,1987,American,,,,,,,,,,,,"Ortega, FL; New York, NY"
A_01513,Hallinan,Timothy,,,,,,,,,1949,,American,M,Caucasian,,,,,,,,,,"Santa Monica, CA"
A_01517,Hambly,Barbara,,,,,,,,,1951,,American,F,Caucasian,,,,U of CA-Riverside,,,,,,"San Diego, CA; Montclair, CA"
A_01518,Hamill,Pete,,,,,,,,,1935,,American,M,Caucasian,Irish-American,2,,Mexico City Coll,,Journalist,,Catholic,,"New York, NY"
A_01520,Hamilton,Edmond,,,,,,,,,1904,1977,American,M,,,,,,,,,,,"Youngstown, OH; Lancaster, CA"
A_01523,Hamilton,Virginia,,,,,,,,,1934,2002,American,F,Black,African-American,,,OH State U,,,,,,"Yellow Springs, OH; New York, NY"
A_01524,Hammett,Dashiell,,,,,,,,C,1894,1961,American,M,Caucasian,,,,,,Advertising,,Catholic,,"Leonardtown, MD; New York, NY"
A_01528,Hamner,Earl,,,,,,,,,1923,,American,M,Caucasian,,,,,,,,,,"Schuyler, VA"
A_01529,Hampson,John,,,,,,,,,1901,1955,British,M,Caucasian,,,,,,,Birmingham Group,,Working,"Birmingham, West Midlands, UK"
A_01530,Hamsun,Knut,,,,,,,,,1859,1952,Norwegian,M,Caucasian,,,,,,,,,,"Lom, Gudbrandsdal, Norway; Grimstad, Aust-Agder, Norway"
A_01534,Hannah,Barry,,,,,,,,,1942,2010,American,M,Caucasian,,,,U of AR,U of AR,,,,,"Clinton, MS; Oxford, MS"
A_01535,Hannibal,Edward,,,,,,,,,1936,2014,American,M,Caucasian,,,,Boston Coll,,,,Catholic,,"Beverly, MA; New York, NY"
A_01536,Hansen,Joseph,,,,,,,,,1923,2004,American,M,Caucasian,,,Gay,,,,,,,"Aberdeen, SD; Minneapolis, MN; Altadena, CA; Laguna Beach, CA"
A_01538,Hapgood,Hutchins,,,,,,,,,1869,1944,American,M,Caucasian,,,,,,Biographer,,,,"Chicago, IL; Richmond, NH; Cambridge, MA"
A_01539,Harben,Will N.,,,,,,,,,1858,1919,American,M,Caucasian,,,,,,,,,,"Dalton, GA; New York, NY"
A_01541,Hardwick,Elizabeth,,,,,,,,,1916,2007,American,F,Caucasian,,,,U of KY,,,,,,"Lexington, KY; New York, NY"
A_01546,Harington,Donald,,,,,,,,,1935,2009,American,M,Caucasian,,,,"U of AR, Boston U",,,,,,"Little Rock, AR"
A_01547,Harland,Henry,,,,,,,,,1861,1905,American,M,Caucasian,,,,City Coll of NY,,,,,,"New York, NY; London, UK"
A_01553,Harrigan,Stephen,,,,,,,,,1948,,American,M,Caucasian,,,,,,,,,,"Oklahoma City, OK; TX"
A_01555,Harris,Charlaine,,,,,,,,,1951,,American,F,Caucasian,,,,Rhodes Coll,,,,,,"Tunica, MS; Magnolia, AR"
A_01559,Harris,Joel Chandler,,,,,,,,C,1848,1908,American,M,Caucasian,Irish-American,2,,,,Editor,,,,"Eatonton, GA"
A_01561,Harris,Mark,,,,,,,,,1922,2007,American,M,,,,,,,Professor,,,,"Mount Vernon, NY; Tempe, AZ; Goleta, CA"
A_01563,Harris,Ruth,,,,,,,,,1936,,American,F,Caucasian,,,,,,Editor,,,,"New York City, NY"
A_01564,Harris,Thomas,,,,,,,,,1940,,American,M,Caucasian,,,,Baylor U,,,,,,"Jackson, TN; Rich, MS; FL"
A_01565,Harrison,Charles Yale,,,,,,,,,1898,1954,Canadian,M,,,,,,,Journalist,,,,"Montreal, Quebec, Canada"
A_01566,Harrison,Colin,,,,,,,,,1960,,American,M,Caucasian,,,,Haverford Coll,U of IA,,,,,"New York, NY"
A_01568,Harrison,Harry,,,,,,,,,1925,2012,American,M,Caucasian,Russian-American,2,,Hunter Coll,,,,,,"Stamford, CT; New York, NY; San Diego, CA; Brighton, UK"
A_01569,Harrison,Henry Sydnor,,,,,,,,,1880,1930,American,M,Caucasian,,,,Columbia,,,,,,"Sewanee, TN; New York, NY"
A_01571,Harrison,Jim,,,,,,,,,1937,,American,M,,,,,MI State U,,,,,,"Grayling, MI; Patagonia, AZ; Livingston, MT"
A_01573,Harrison,Sue,,,,,,,,,,,American,F,Caucasian,,,,Lake Superior State U,,,,,,"Lansing, MI; Pickford, MI"
A_01576,Hart,Carolyn G,,,,,,,,,1936,,American,F,Caucasian,,,,U of OK,,,,,,"Oklahoma City, OK"
A_01577,Harte,Bret,,,,,,,,C,1836,1902,American,M,Caucasian,,,,,,,,,,"Albany, NY; Arcata, CA; San Francisco, CA; London, UK"
A_01578,Hartley,L. P.,Leslie Poles,,,,,,,,1895,1972,British,M,,,,,Oxford,,,,,,"Whittlesey, Cambridgeshire, UK; London, UK"
A_01580,Haruf,Kent,,,,,,,,,1943,2014,American,M,Caucasian,,,,NE Wesleyan U,U of IA,,,,,"Pueblo, CO; Salida, CO"
A_01582,Hassler,Jon,,,,,,,,,1933,2008,American,M,Caucasian,,,,"St. John's U, U of ND",,,,,,"Minneapolis, MN"
A_01587,Hawes,Charles Boardman,,,,,,,,,1889,1923,American,M,,,,,Bowdoin Coll,,,,,,"Clifton Springs, NY; Bangor, ME; Cambridge, MA"
A_01588,Hawkes,John,,,,,,,,C,1925,1998,American,M,Caucasian,,,,Harvard,,Professor,,,,"Stamford, CT; Providence, RI"
A_01589,Hawkins,Edward H,,,,,,,,,1934,,American,M,,,,,"San Francisco Art Institute, UC Berkeley, U of Colorado",,Filmmaker,,,,"Wichita, KS; Denver, CO"
A_01590,Hawley,Richard A,,,,,,,,,1945,,American,M,Caucasian,,,,"Middlebury Coll, Case Western Reserve U",,,,,,"Arlington Heights, IL; Ripton, VT"
A_01591,Hawthorne,Julian,,,,,,,,,1846,1934,American,M,Caucasian,,,,,,,,,,"Boston, MA; San Francisco, CA"
A_01592,Haycox,Ernest,,,,,,,,,1899,1950,American,M,Caucasian,,,,U of OR,,Journalist,,,,"Portland, OR; New York, NY"
A_01593,Hayes,Alfred,,,,,,,,,1911,1985,British,M,,Anglo-American,1,,City Coll of NY,,,,Jewish,,"London, UK; New York, NY"
A_01596,Hayes,Joseph,,,,,,,,,1918,2006,American,M,,,,,IN U,,,,,,"Indianapolis, IN"
A_01600,Haywood,Gar Anthony,,,,,,,,,1954,,American,M,,,,,,,Editor,,,,"Denver, CO"
A_01601,Hazlitt,Henry,,,,,,,,,1894,1993,American,M,,,,,City Coll of NY,,,,,,"Philadelphia, PA; New York, NY"
A_01603,Healy,J. F.,Jeremiah F.,,,,,,,,1948,,American,M,Caucasian,,,,"Rutgers, Harvard Law",,Professor,,,,"Teaneck, NJ; Boston, MA"
A_01605,Hearn,Lafcadio,,,,,,,,,1850,1904,American,M,Caucasian,,,,U of Durham,,,,Catholic,,"Lefkada, Greece; Dublin, Ireland; Cincinnati, OH; New Orleans, LA; Tokyo, Japan"
A_01607,Hebert,Ernest,,,,,,,,,,,American,M,Caucasian,,,,,,Professor,,,,"Keene, NH"
A_01608,Hecht,Ben,,,,,,,,,1894,1964,American,M,Caucasian,,,,,,Screenwriter,,,,"New York, NY; Chicago, IL; Los Angeles, CA"
A_01610,Hegi,Ursula,,,,,,,,,1946,,American,F,Caucasian,German-American,,,U of NH,,,,,,"Dusseldorf, Germany; Spokane, WA"
A_01611,Heidish,Marcy,,,,,,,,,1947,,American,F,,,,,"Vassar Coll, Catholic U of America",,,,,,"New York City, NY"
A_01612,Heilbrun,Carolyn,,Cross,Amanda,,,,,,1926,2002,American,,,,,,"Wellesley Coll, Columbia",,,,,,"East Orange, NJ; New York, NY"
A_01613,Heinemann,Larry,,,,,,,,,1944,,American,M,,,,,Columbia Coll,,,,,,"Chicago, IL; TX; Santa Barbara, CA"
A_01614,Heiney,Donald,,Harris,MacDonald,,,,,,1921,1993,American,M,,,,,U of Redlands,,Professor,,,,"South Pasadena, CA; Irvine, CA"
A_01615,Heinlein,Robert A.,,,,,,,,,1907,1988,American,M,Caucasian,,,,,,,,,,"Butler, MO; Kansas City, MO; Los Angeles, CA; Philadelphia, PA"
A_01617,Heller,Joseph,,,,,,,,C,1923,1999,American,M,Caucasian,,,,"U of Southern CA, Columbia",,,,,,"New York, NY; East Hampton, NY"
A_01618,Hellerstein,David,,,,,,,,,1953,,American,M,,,,,"Harvard, Stanford",,Psychiatrist,,,,"Cleveland, OH; New York City, NY"
A_01620,Helprin,Mark,,,,,,,,,1947,,American,M,Caucasian,,,,Harvard,,,,Jewish,,"New York, NY; Earlysville, VA"
A_01622,Hemingway,Ernest,,,,,,,,C,1899,1961,American,M,Caucasian,,,,,,,Modernism,,,"Oak Park, IL; Paris, France; Key West, FL"
A_01624,Henderson,Dion,,,,,,,,,1921,1984,American,M,Caucasian,,,,,,,,,,"Milwaukee, WI"
A_01629,Henry,Marguerite,,,,,,,,,1902,1997,American,F,Caucasian,,,,U of WI-Milwaukee,,,,,,"Milwaukee, WI; Wayne, IL"
A_01630,Henry,O.,,,,,,,,,1862,1910,American,M,Caucasian,,,,,,,,,,"Greensboro, NC; Austin, TX;"
A_01632,Herbert,Brian,,,,,,,,,1947,,American,M,Caucasian,,,,,,,,,,"Seattle, WA"
A_01633,Herbert,Frank,,,,,,,,,,,American,M,Caucasian,,,,U of WA,,,,,,"Tacoma, WA; Salem, OR; Seattle, WA"
A_01634,Hergesheimer,Joseph,,,,,,,,,1880,1954,American,M,Caucasian,,,,,,,,,,"Philadelphia, PA"
A_01635,Herlihy,James Leo,,,,,,,,,1927,1993,American,M,Caucasian,,,Gay,Black Mountain Coll,,,,,,"Detroit, MI; Chillicothe, OH; Los Angeles, CA; Key West, FL"
A_01636,Herr,Charlotte Bronte,,,,,,,,,1875,1963,American,F,,,,,Wellesley Coll,,,,,,"Indianapolis, IN; Oak Park, IL; Pasadena, CA"
A_01637,Herrick,Robert,,,,,,,,,1868,1938,American,,,,,,Harvard,,Professor,,Realist,,"Cambridge, MA; Chicago, IL; Washington, DC"
A_01639,Herzog,Arthur,,,,,,,,,1927,2010,American,M,Caucasian,,,,,,,,,,"New York, NY"
A_01640,Hess,Joan,,,,,,,,,1949,,American,F,Caucasian,,,,,,,,,,"Fayetteville, AR; Austin, TX"
A_01641,Hewlett,Maurice,,,,,,,,,1861,1923,British,M,Caucasian,,,,,,,,,,"Weybridge, Surrey, UK; London, UK; Broad Chalke, Wiltshire, UK"
A_01642,Heyer,Georgette,,,,,,,,,1902,1974,British,F,Caucasian,,,,,,,,,,"London, UK"
A_01644,Heyward,DuBose,,,,,,,,,1885,1940,American,M,Caucasian,,,,,,,,,,"Charleston, SC"
A_01645,Hiaasen,Carl,,,,,,,,,1953,,American,M,Caucasian,,,,Emory U,,,,,,"Fort Lauderdale, FL"
A_01646,Hibbert,Eleanor,,Carr,Philippa,Holt,Victoria,Plaidy,Jean,,1906,1993,British,F,Caucasian,,,,,,,,,,"London, UK"
A_01649,Higgins,George V.,,,,,,,,,1939,1999,American,M,Caucasian,,,,"Boston Coll, Stanford, Boston Coll Law",,,,,,"Rockland, MA; Milton, MA"
A_01650,Highsmith,Patricia,,,,,,,,,1921,1995,American,F,Caucasian,,,Bisexual,Barnard Coll,,,,,,"Fort Worth, TX; New York, NY; Suffolk, UK; Locarno, Switzerland"
A_01651,Hill,Deborah,,,,,,,,,1936,,American,F,,,,,"U of PA, Villanova ",,House Designer,,,,"Newton, MA; Bethel, VT"
A_01652,Hill,Ernestine Hemmings,,,,,,,,,1899,1972,Australian,F,,,,,,,,,,,"Rockhampton, Queensland, Australia"
A_01654,Hill,Grace Livingston,,,,,,,,,1865,1947,American,F,,,,,,,,,Presbyterian,,"Wellsville, NY"
A_01655,Hillerman,Tony,,,,,,,,,1925,2008,American,M,Caucasian,,,,U of OK,,Professor,,,,"Sacred Heart, OK; Albuquerque, NM"
A_01657,Hilton,James,,,,,,,,,1900,1954,British,M,Caucasian,,,,Cambridge,,,,,,"Leigh, Lancashire, UK; Long Beach, CA"
A_01659,Himes,Chester B.,,,,,,,,,1909,1984,American,M,Black,African-American,,,OH State U,,,,,,"Jefferson City, MO; Los Angeles, CA; Paris, France; New York, NY"
A_01661,Hinton,S. E,,,,,,,,,1948,,American,F,,,,,U of Tulsa,,,,,,"Tulsa, OK"
A_01662,Hinz,Christopher,,,,,,,,,1951,,American,M,,,,,,,,,,,
A_01663,Hirsh,M. E.,Mary Elizabeth,,,,,,,,1947,,American,F,,,,,"Boston Coll, Goddard Coll",,Public Affairs,,,,"Boston, MA"
A_01664,Hjortsberg,William,,,,,,,,,1941,,American,M,,,,,,,Screenwriter,,,,"New York, NY"
A_01665,Hoban,Russell,,,,,,,,,1925,2011,American,M,Caucasian,,,,,,,,Jewish,,"Lansdale, PA; CT; London, UK"
A_01668,Hobson,Laura Z.,,,,,,,,,1900,1986,American,F,,,,,Cornell,,,,Jewish,,"New York, NY"
A_01669,Hoch,Edward D.,,,,,,,,,1930,2008,American,M,,,,,,,,,,,"Rochester, NY"
A_01670,Hodge,Jane Aiken,,,,,,,,,1917,2009,British,F,Caucasian,,,,"Oxford, Radcliffe Coll",,,,,,"Cambridge, MA; Rye, East Sussex, UK; Lewes, Sussex, UK"
A_01672,Hoffman,Alice,,,,,,,,,1952,,American,F,,,,,Adelphi U,Stanford,,,,,"New York, NY"
A_01676,Holding,Elisabeth Sanxay,,,,,,,,,1889,1955,American,F,Caucasian,,,,,,,,,,"New York, NY"
A_01678,Holland,Cecelia,,,,,,,,,1943,,American,F,,,,,CT Coll,,,,,,"Metuchen, NJ; New York, NY; Fortuna, CA"
A_01679,Holland,J. G.,,,,,,,,,1819,1881,American,M,Caucasian,,,,Berkshire Medical Coll,,Editor,,,,"Belchertown, MA; New York, NY"
A_01680,Holley,Marietta,,,,,,,,,1836,1926,American,F,Caucasian,,,,,,Feminist,,Baptist,,"Jefferson County, NY"
A_01681,Holmes,Mary Jane,,,,,,,,,1825,1907,American,F,Caucasian,,,,,,,,Congregational,,"Brookfield, MA; Versailles, KY; Brockport, NY"
A_01682,Holmes,Oliver Wendell,,,,,,,,,1809,1894,American,F,Caucasian,,,,"Harvard, Harvard Med",,Doctor,,,,"Cambridge, MA"
A_01684,Holtby,Winifred,,,,,,,,,1898,1935,British,F,Caucasian,,,,Oxford,,Journalist,,,,"Rudston, Yorkshire, UK; London, UK"
A_01685,Hood,Ann,,,,,,,,,1956,,American,F,,,,,"U of RI, NYU",,,,,,"West Warwick, RI; Providence, RI"
A_01690,Hoover,Paul,,,,,,,,,1946,,American,M,,,,,Columbia Coll,,,,,,"Harrisonburg, VA; Chicago, IL; Mill Valley, CA"
A_01691,Hoover,Thomas,,,,,,,,,1941,,American,M,,,,,,,,,,,TX
A_01692,Hope,Laura Lee,(House),Stratemeyer,Edward,,,,,,,,American,,,,,,,,,,,,
A_01693,Hopkins,Herbert M.,,,,,,,,,1870,1910,American,M,,,,,"Columbia, Harvard",,Professor,,,,"Hannibal, MO; New York City, NY"
A_01697,Hornsby,Wendy,,,,,,,,,1947,,American,F,,,,,UCLA,,,,,,"Los Angeles, CA"
A_01701,Hough,Emerson,,,,,,,,,1857,1923,American,M,Caucasian,,,,U of IA,,,,,,"Newton, IA; White Oaks, NM; Evanston, IL"
A_01704,Houghton,Claude,,,,,,,,,1889,1961,British,M,Caucasian,,,,,,,,,,"Sevenoaks, Kent, UK; Eastbourne, East Sussex, UK"
A_01705,House,Edward Mandell,,,,,,,,,1858,1938,American,M,Caucasian,,,,Cornell,,Politician,,,,"Houston, TX; New York, NY"
A_01706,Household,Geoffrey,,,,,,,,,1900,1988,British,M,,,,,Oxford,,,,,,"Bristol, UK; Banbury, Oxfordshire, UK"
A_01709,Howard,Clark,,,,,,,,,1932,,American,M,Caucasian,,,,Northwestern U,,,,,,"Ripley, TN; Chicago, IL; Palm Springs, CA"
A_01711,Howard,Robert E.,,,,,,,,,1906,1936,American,M,Caucasian,,,,,,,Lovecraft,,,"Peaster, TX; Cross Plains, TX"
A_01712,Howatch,Susan,,,,,,,,,1940,,British,F,Caucasian,,,,King's Coll London,,,,Anglican,,"Leatherhead, Surrey, England; New York, NY; Salisbury, Wiltshire, UK"
A_01715,Howe,Melodie Johnson,,,,,,,,,1943,,American,F,Caucasian,,,,UCLA,,,,,,"Los Angeles, CA"
A_01716,Howells,William Dean,,,,,,,,C,1837,1920,American,M,Caucasian,,,,,,Editor,,,,"Martins Ferry, OH; Cambridge, MA"
A_01717,Hoyle,Fred,,,,,,,,,1915,2001,British,M,Caucasian,,,,Cambridge,,Physicist,,,,"City of Bradford, West Yorkshire, UK; Cambridge, UK"
A_01718,Hoyt,Richard,,,,,,,,,1941,,American,M,Caucasian,,,,"U of OR, U of HI",,,,,,"Hermiston, OR; South Norwalk, CT"
A_01721,Hubbard,L. Ron,,,,,,,,,1911,1986,American,M,Caucasian,,,,George Washington U,,,,Scientology,,"Helena, MT; Creston, CA"
A_01723,Hudson,Lois Phillips,,,,,,,,,1927,2010,American,F,Caucasian,,,,U of Puget Sound,,,,,,"Jamestown, ND; Redmond, WA"
A_01726,Hueston,Ethel,,,,,,,,,1887,1971,American,F,,,,,,,,,,,"Moulton, IA; Washington, DC; Fayson, Lakes, NJ; Geneva, NY"
A_01727,Hughart,Barry,,,,,,,,,1934,,American,M,Caucasian,,,,Columbia,,,,,,"Peoria, IL; Tucson, AZ"
A_01728,Hughes,Dorothy B.,Dorothy Belle,,,,,,,,1904,1993,American,F,,,,,U of MO,,,,,,"Kansas City, MO; Santa Fe, NM"
A_01729,Hughes,Langston,,,,,,,,,1902,1967,American,M,Black,African-American,,,Lincoln U,,,Harlem Renaissance,,,"Joplin, MO; Cleveland, OH; New York, NY"
A_01730,Hughes,Paul,,,,,,,,,1916,,American,M,Caucasian,,,,East Central U,,Radio,,Presbyterian,,"Ada, OK; Phoenix, AZ"
A_01731,Hughes,Richard Arthur Warren,,,,,,,,,1900,1976,British,M,,,,,Oxford,,,,,,"Weybridge, Surrey, UK; Laugharne, Wales, UK; Gwynedd, Wales, UK"
A_01732,Hughes,Rupert,,,,,,,,,1872,1956,American,M,Caucasian,,,,"Adelbert Coll, Yale",,Military,,,,"Lancaster, MO; Keokuk, IA; New York, NY; Los Angeles, CA"
A_01733,Humes,H. L.,,,,,,,,,1926,1992,American,M,,,,,,,,,,,"Douglas, AZ; Princeton, NJ; New York, NY; Cambridge, MA"
A_01736,Humphreys,Josephine,,,,,,,,,1945,,American,F,Caucasian,,,,"Duke U, Yale, U of TX",,,,,,"Charleston, SC"
A_01737,Huneker,James,,,,,,,,,1857,1921,American,M,Caucasian,,,,,,,,,,"Philadelphia, PA; New York, NY"
A_01738,Hunt,Irene,,,,,,,,,1907,2001,American,F,Caucasian,,,,U of MN,,,,,,"Newton, IL"
A_01739,Hunter,Stephen,,,,,,,,,1946,,American,M,,,,,Northwestern U,,,,,,"Kansas City, MO; Evanston, IL; Baltimore, MD"
A_01740,Hurst,Fannie,,,,,,,,,1889,1968,American,F,Caucasian,,,,Washington U,,,,Jewish,,"St. Louis, MO; New York, NY"
A_01741,Hurston,Zora Neale,,,,,,,,C,1891,1960,American,F,Black,African-American,,,Barnard Coll,,,,Baptist,,"Eatonville, FL; Baltimore, MD; Westfield, NJ; Durham, NC"
A_01743,Hutchinson,A. S. M.,,,,,,,,,1880,1971,British,M,Caucasian,,,,,,,,,,"India; London, UK"
A_01744,Hutchinson,R. C.,,,,,,,,,1907,1975,British,M,,,,,Oxford,,,,,,"Finchley, Middlesex, UK; Norwich, Norfolk, UK"
A_01745,Huxley,Aldous,,,,,,,,,1894,1963,British,M,Caucasian,,,,Oxford,,,,,,"Godalming, Surrey, UK; Los Angeles, CA"
A_01746,Hynd,Noel,,,,,,,,,1952,,American,M,Caucasian,,,,U of PA,,,,,,"New York, NY; Culver City, CA"
A_01747,Iannuzzi,John Nicholas,,,,,,,,,1935,,American,M,Caucasian,,,,,,Lawyer,,,,
A_01753,Irvine,R. R.,Robert R.,,,,,,,,1936,,American,M,,,,,,,,,Mormon,,
A_01754,Irving,Clifford,,,,,,,,,1930,,American,M,,,,,Cornell,,,,,,"New York, NY; San Miguel de Allende, Guanajuato, Mexico"
A_01755,Irving,John,,,,,,,,,1942,,American,M,Caucasian,,,,U of NH,U of IA,,,,,"Exeter, NH"
A_01756,Irwin,Margaret,,,,,,,,,1889,1969,British,F,,,,,Oxford,,,,,,"London, UK"
A_01760,Isham,Frederic Stewart,,,,,,,,,1866,1922,American,M,,,,,,,,,,,
A_01761,Isherwood,Christopher,,,,,,,,,1904,1986,British,M,Caucasian,,,Gay,,,,,,,"High Lane, Cheshire, UK; Berlin, Germany; Santa Monica, CA"
A_01766,Jackson,Charles,,,,,,,,,1903,1968,American,M,,,,,Syracuse U,,,,,,"Summit, NJ"
A_01770,Jackson,Helen Hunt,,,,,,,,,1830,1885,American,F,Caucasian,,,,,,Activist,,,,"Amherst, MA; Colorado Springs, CO; San Francisco, CA"
A_01771,Jackson,Loretta,,,,,,,,,,,American,,,,,,U of KS,,,,,,"Magnolia, AR; WY"
A_01773,Jackson,Shirley,,,,,,,,,1916,1965,American,F,Caucasian,,,,Syracuse U,,,,,,"San Francisco, CA; Rochester, NY; North Bennington, VT"
A_01778,Jakes,John,,,,,,,,,1932,,American,M,,,,,"DePauw U, OH State U",,,,,,"Chicago, IL; FL"
A_01780,James,Henry,,,,,,,,C,1843,1916,American,M,Caucasian,,,,,,,Modernism,,,"New York, NY; London, UK"
A_01781,James,P. D,,,,,,,,,1920,2014,British,F,Caucasian,,,,,,,,Anglican,,"Oxford, Oxfordshire, UK"
